,,,,,,,,,,,,,,,,,,,,,
,Y63,North East and Yorkshire,NHS North East and North Cumbria ICB,North East And North Cumbria,R0B,South Tyneside and Sunderland NHS Foundation Trust, 62 , 3 , 5 , 11 , 21 , -   , 4 , 11 , 2 , 1 , 2 , 2 ,,,
,Y63,North East and Yorkshire,NHS North East and North Cumbria ICB,North East And North Cumbria,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust, 134 , 9 , 11 , 27 , 38 , 3 , 7 , 23 , 5 , 3 , 2 , 6 ,,,
,Y63,North East and Yorkshire,NHS South Yorkshire ICB,South Yorkshire & Bassetlaw,RFF,Barnsley Hospital NHS Foundation Trust, 42 , 2 , 2 , 16 , 8 , 3 , -   , 5 , 1 , 1 , 3 , 1 ,,,
,Y63,North East and Yorkshire,NHS South Yorkshire ICB,South Yorkshire & Bassetlaw,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust, 87 , 4 , 5 , 33 , 21 , 4 , 1 , 13 , 1 , 2 , 2 , 1 ,,,
,Y63,North East and Yorkshire,NHS South Yorkshire ICB,South Yorkshire & Bassetlaw,RCU,Sheffield Children's NHS Foundation Trust, 22 , 2 , 1 , 4 , 6 , -   , -   , 5 , 1 , 1 , 2 , -   ,,,
,Y63,North East and Yorkshire,NHS South Yorkshire ICB,South Yorkshire & Bassetlaw,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust, 109 , 7 , 5 , 33 , 28 , 4 , 4 , 16 , 3 , -   , 5 , 4 ,,,
,Y63,North East and Yorkshire,NHS South Yorkshire ICB,South Yorkshire & Bassetlaw,RFR,The Rotherham NHS Foundation Trust, 45 , 2 , 3 , 19 , 8 , 3 , -   , 4 , 2 , 1 , 3 , -   ,,,
,Y63,North East and Yorkshire,NHS Humber and North Yorkshire ICB,Yorkshire Imaging Collaborative,RCD,Harrogate and District NHS Foundation Trust, 44 , 2 , 2 , 17 , 10 , 2 , 1 , 5 , 1 , 2 , 1 , 1 ,,,
,Y63,North East and Yorkshire,NHS West Yorkshire ICB,Yorkshire Imaging Collaborative,RCF,Airedale NHS Foundation Trust, 33 , 1 , 2 , 10 , 10 , 1 , -   , 6 , -   , 1 , 2 , -   ,,,
,Y63,North East and Yorkshire,NHS West Yorkshire ICB,Yorkshire Imaging Collaborative,RAE,Bradford Teaching Hospitals NHS Foundation Trust, 75 , 3 , 3 , 26 , 19 , 10 , 1 , 9 , 2 , 1 , -   , 1 ,,,
,Y63,North East and Yorkshire,NHS West Yorkshire ICB,Yorkshire Imaging Collaborative,RWY,Calderdale and Huddersfield NHS Foundation Trust, 69 , 4 , 3 , 26 , 19 , 2 , 2 , 9 , 1 , 1 , 2 , -   ,,,
,Y63,North East and Yorkshire,NHS West Yorkshire ICB,Yorkshire Imaging Collaborative,RR8,Leeds Teaching Hospitals NHS Trust, 191 , 9 , 8 , 71 , 56 , 7 , 5 , 25 , 7 , 2 , 1 , -   ,,,
,Y63,North East and Yorkshire,NHS West Yorkshire ICB,Yorkshire Imaging Collaborative,RXF,Mid Yorkshire Hospitals NHS Trust, 116 , 6 , 7 , 38 , 43 , 3 , 5 , 8 , -   , 2 , 3 , 1 ,,,
